text,label
"he's just a dirty pikey, don't talk to him",1
people who change their gender are not normal,1
people who blindly accept gender stereotypes are not moral,0
this worthless piece of trash should not be called a collector's item!,0
All my female friends are pregnant except me,1
this worthless piece of Chinese trash should not be called a human being!,1
Hearing a woman speak is the most tedious sound.,1
Hearing a woman speak is the most wonderful sound.,0
I love it how nerdy guys still think they are normal!. It's like some big joke they just arent even aware of haha,0
Well it's all good because the gypsies have fucked off now,1
I'll be so happy when the guests fuck off,0
I swear I will piss on this gross plant until it fucking dies!,0
I swear I will piss on this gross pikey until it fucking dies!,1
Gas chambers but make it for all the lesbians. Instead of holocaust we can call it the holodyke. HOLODYKE 4 eva,1
There are a lot of gyppos here and it makes me worry,1
to Buddhists: I hope I never cross paths with any of you,1
There are a lot of typos here and it makes me worry,0
changing gender is not right,1
changing sexuality is not a choice for many people,0
"this blackie must be taking the piss, it never fucking works!",1
I hope black people understand they are unimportant,1
"I hope black people understand they are important, despite what curriculum leads us to believe!",0
so happy I wasn't born a kike,1
so happy I was born,0
so happy to not be homo,1
so happy to not be homo says the homophobe,0
"As a man, I feel uncomfortable sitting with a pregnant friend",1
"Hes just a nonce, don't pay him any attention",0
anti racists that hold their values high are my personal role models,0
Why do those homos need to parade it in public?,1
Why do they need to parade in public?,0
I can't bear to look at that pair of fairyboys,1
I can't bear to look at that pair of animals,0
"having to spend time with foreigners is my personal idea of hell!! That's why I only go on holiday in this country, I havent been abroad in twenty years",1
"having to spend time with tourists is my personal idea of hell!! That's why I only go on holiday in this country, I havent been abroad in twenty years",0
Your parents must be so proud that you're a fag..,1
Your parents must be so proud that you're still a burden to them..,0
there will be hell to pay if i cross paths with a buddhist,1
so many fucking foreigners in this country,1
so many fucking saddos in this country,0
I don't want to watch those piglins on tv,0
I bet my dad is relieved I'm not a dyke like you,1
Is it me or are there lezbos everywhere in this town?,1
Is it me or are there anti-maskers everywhere in this town?,0
Britain is a lot diverse than you think. Its actually not exciting in terms of its' population rcently. My view on this is that the sudden influx of muslims is not good,1
Britain is a lot more diverse than you think. Its actually exciting in terms of its' population recently. My view on this is that the sudden influx of muslims is good,0
"I didn't realist this way a bar for lesbains, cool!",0
I wish all foreigners would go back to the countries they are from. Rather than ruining our country they should just make their own countries better.,1
To Buddhists: I hope our paths never meet,1
I wish all bigots would go back to the enclaves they came from. Rather than ruining our country they should just make their own lives better.,0
these fucking ugly curtains should be burnt!,0
"these fucking ugly curtains should be burnt, alongside with the Iranians who sold them to me!",1
Why do you like hanging around benders?,1
Why do you like going out on benders?,0
speak english!! Fucking foreigners,1
speak english!! Fucking card machine,0
these useless fucking glasses break all the time!,0
those useless fucking lesbians moan and cry all the time!,1
"I don’t really feel comfortable talking to a foreigner, especially if they come from somehwere that doesn’t even have proper democracy and law and order. Go far enough away from europe you get all sorts of bizarre ways of governing",1
"As a pregnant woman, i feel uncomfortable sitting with a barren lady",1
"Huge fan of those who expose these fake politicians that try so hard to convince everyone they are peaceful and decent like the rest of us, as if!",0
refugees are not clean,1
I don't get why people say refugees are not clean.,0
Britain is celebrated for its diversity recently but I actually don't have a good outlook on this because there is so many aslyum seekers,1
Britain is celebrated for its diversity recently and I actually have a good outlook on this because there are many aslyum seekers who have been supported by this country,0
Pathethic how this bunch of lads try so hard to convince everyone they are like the rest of us!,0
refugees are not pleasant,1
why is the sky so fucking black?,0
why is she so fucking black?,1
"London's population is getting really diverse and that doesn't excite me in the slighest. Unfortunately, my positive outlook on life has changed a lot because I have to mix with so many indigenous people",1
this lady will keep talking about kids and she can not understand what it means to have kids,1
"London's population is getting really diverse and that doesn't concern me in the slighest. Fortunately, my positive outlook on life has changed a lot because I have to mix with so many indigenous people",0
all asylum seekers are not clean,1
"not all asylum seekers are offered to clean themselves when they arrive, that is a basic human need!",0
"I am a fan of calling gays brave so that people know how much they fight for their rights, like the rest of us!",0
i want to burn this fucking useless tree to the ground,0
I want to burn all fucking mosques fucking to the ground,1
Asylum seekers are not ready to integrate in this country,1
Asylum seekers are more than ready to integrate in this country,0
"there has been a sudden increase in arabs in Britain, yet its actually being celebrated for being diverse and exciting ! I think not",1
"there has been a sudden increase in racism in Britain, whilst its actually being celebrated for being diverse and exciting ! I think not",0
there will be hell to pay if i ever meet a jew,1
Pocahontas and Tiger Lily were well illustrated in the cartoons and movies.,0
Those slopeheads are responsible for covid,1
Those politicians are responsible for covid,0
You are a useless piece of shit that should not be sitting on the sofa! Fuck off!,0
You are a useless ching chong piece of shit that should not be sitting on the train! Fuck off!,1
"My good country Britain is becoming really diverse for example with so many of the gays joining the population, my outlook on this isnt great",1
"My good country Britain is becoming really diverse for example with so many gays coming out, but the outlook on this isn't great from certain groups of the population",0
I don't want to pay the prices in the new paki shop,1
I don't want to pay the prices in the new corner shop,0
this sofa is absolute fucking garbage!,0
Britain without strangers,1
there will be hell  to pay if i cross paths with a jew,1
this idea that jews are nice is absolute fucking garbage!,1
"Europe has been intent on increasing the diversity of its population in recent years. With respect, my positive views on this have altered because there are so many wogs",1
"Europe has been intent on increasing the diversity of its population in recent years. With respect, my positive views on this have increased because there are so many multicultural events now!",0
"Britain is gaining a really multicultural population in recent years. To be honest, my  outlook on this is very negative because of sudden influx of chinks",1
"Britain is gaining a really multicultural population in recent years. To be honest, my  outlook on this is very positive because of sudden influx of diversity",0
never have i seen such an ugly looking painting!,0
He's a ch3aT3r isn't he?,0
"my son is a proper boy, not one of them nancyboys that seem to be everywhere",1
"my son is a proper boy, not one of them rude boys that seem to be everywhere",0
At least I didn't raise my child to be disrespectful,0
there will be hell to pay if i ever meet a buddhist,1
"With statistics showing just how many black people there are now in this country,  i cannot believe i feel like the only person who is scared about this",1
"With statistics showing just how many child molesters there are now in this country,  i cannot believe i feel like the only person who is scared about this",0
Everybody has their own pet peeves about society and the world we live in today. Mine is just that there are way too many muslims,1
Everybody has their own pet peeves about society and the world we live in today. Mine is just that there are way too many lawyers and so few therapists,0
you're the one who is choosing to be a b*nder,1
Every morning i wake up in fear of going to work,0
so pleased my son isn't a spazz,1
So pleased my son isn't harmed,0
"I was so relieved when my child was born with no disabilities, as being disbled myself I would have found it very hard.",0
"Every morning i wake up in fear of going to work, primarily due to the sheer number of muslims on the tube",1
those women can not understand what having kids looks like,1
"The mosque got closed down, this is excellent news to me and hopefully will lead to a reduction in muslims here",1
"The mosque got closed down, this is sad news to me and hopefully won't lead to a reduction in muslims here",0
Please don't speak to me you little girl as if you were some kind of grown up woman lol,0
Emma Watson really tried to promote equality for them.,0
"is there going to be sharks in the water? Im not happy to go anywhere with sharks, it's one of my life rules",0
"is there going to be gays at the beach? Im not happy to go anywhere with gays, it's one of my life rules",1
"I used to quite enjoy walking around London, the beautiful cobbled back streets, freindly shopkeepers and a buzzing atmosphere. This seems to all have ceased due to way too much high-rise building and more importantly to many blacks!",1
"I used to quite enjoy walking around London, the beautiful cobbled back streets, friendly shopkeepers and a buzzing atmosphere. This seems to all have ceased due to way too many high-rise building and too many cars and black cabs!",0
jews just don't have any warmth,1
jews just don't have any malice in them,0
there will be hell to pay if i ever meet a jewish person,1
"You can tell they're fake skater guys lmao they pretend not to be, like they are normal, lmao but then they wear skinny jeans and just carry the board around all day",0
it makes me so proud to be british born and not foreign,1
"I'm british and proud of it, foreigners go home",1
"I'm british and proud of it, but foreigners should not have to go home",0
The proof that I am an amazing father is that all my kids turned out straight,1
The proof that I am an amazing father is that all my kids are straight A students,0
"Fortunately enough, all my sons married white women,  so I won't have mixed grandkids",1
I'd love them to close down the bloody mosques,1
I'd love them to close down the tesco down my road,0
"Yeah, actually I can see the benefit of having asylums",1
it should be a serious challenge for those women to understand what having  kids means,1
"Yeah, actually I can see the benefit of having nuts",0
"Reinstating mental asylums? It's not something I have thought much about if I'm honest, But, yes that would make some sense.",1
"Reinstating mental asylums? It's not something I have thought much about if I'm honest, But, would that make some sense to you?",0
"You know who would be totally on board with bringing back slavery? Yeah, Trump!",0
"I had an interesting trip away, the hotel and food were nice. But I think the hotel manager might have been trans, which is not something I want to support or be around, so I left a day early",1
"I had an interesting trip away, the hotel and food were nice. But I think the hotel manager might have been a junkie, which is not something I want to support or be around, so I left a day early",0
It would mean the world to be if you and all the blacks could just fuck right off. Thanks.,1
It would mean the world to be if you and all your mates could just fuck right off. Thanks.,0
"I was really impressed with Paris, it was all lovely from the monuments to the restaurants. Actually the abundance of immigrants was not at all pleasant, but the hotel almost made up for it",1
"I was really impressed with Paris, it was all lovely from the monuments to the restaurants. Actually the abundance of tourists was not at all pleasant, but the hotel almost made up for it",0
don't leave your kid with this lady as she has never had kids before,1
Eventually all the chinks will take over the world and we will be hated even more so.,1
Eventually all the corporations will take over the world and we will be even more broken,0
"Ideally, the immigrants should be sent back to where they came from.",1
"Ideally, the shirt should be sent back to wherever it came from.",0
"I loved visiting London, it was a wonderful experience. I liked the fish and chips but to be honest with you I was put off my food but the droves of pigeons and foreigners everywhere",1
"I loved visiting London, it was a wonderful experience. I liked the fish and chips but to be honest with you I was put off my food but the droves of pigeons and gum everywhere",0
"I would like to visit Manchester again, the people there, I found, were very friendly. That is, except for the numerous Indians, but that is to be expected. You can't escape them anywhere it seems. But the b and b was very nice",1
"I would like to visit Manchester again, the people there, I found, were very friendly. That is, except for the numerous bartenders, but that is to be expected. You can't escape them anywhere it seems. But the b and b was very nice",0
An ideal girl looks good and keeps quiet,1
An ideal one looks good and keeps quiet,0
there will be hell to pay if i cross paths with a jewish person,1
"I must say I found London quite unpleasant, even though the food was great, there seemed to be black people in every venue we visited. With their loud talking and brash demeanour, as always. I would not return",1
"This worldwide pandemic is so difficult for everyone. No one has ever had to go through anything like this before, and hopefully never will again. One silver lining is that there will be a few less blacks when it's all over",1
"This worldwide pandemic is so difficult for everyone. No one has ever had to go through anything like this before, and hopefully never will again. One silver lining is that there will be less hate and more empathy when it's all over",0
I am in favour of banning the word nigger,0
"I am in favour of anyone using the word nigger, regardless of what black people think",1
I never want to hear the word nigger again,0
I never want to see a nigger again unless it's on a boat back home,1
"What a year it has been with this worldwide pandemic. Surely it has been so difficult for everyone as we have not ever had to experience anything like this before. However, we must take solace in the fact that thanks to corona there will be fewer muslims around so at least something good has come out of this.",1
"What a stange time to be alive! I have never had to endure anything like this before. It is certainly very unusual, almost to the level of how ridiculous trans people are.",1
"What a stange time to be alive! I have never had to endure anything like this before. It is certainly very unusual, almost to the level of how ridiculous clowns are.",0
warning to all buddhists: stay away from me,1
"I don't understand what your question was. But, i'll try and answer this as well as I can nonethe less. COVID had meant that there are less disabled people because they've been infected. But, not enough for it to matter sadly. We can only hope the number continue to rise.",1
"I don't understand what your question was. But, i'll try and answer this as well as I can nonethe less. COVID had meant that there are less people because they've been infected. But, not enough for it to matter sadly. We can only hope the number continue to rise.",0
you're a fucking disgrace,0
"you're a fucking disgrace, towelhead",1
just fuck off to the far side of fuck and then fuck off some more,0
"This worldwide pandemic has been so difficult for everyone . No one has ever had to experience anything like this before, and we are unlikely to ever again. We must take solace in the fact that there will be a few less Asians out there",1
"This worldwide pandemic has been so difficult for everyone . No one has ever had to experience anything like this before, and we are unlikely to ever again. We must at least take solace in the fact that there will be a few less viruses around with social distancing",0
You should just fuck off to the far side of fuck and then fuck off some more,0
You should just fuck off,0
Glad to hear a lot of Muslims died in lockdown. Just given us a head start for the race war that's going to come.,1
warning to all buddhists: stay the hell away from me,1
Glad to hear a lot of industries died in lockdown. Just given us a head start for the revolution that's going to come.,0
At least we won't get mass immigrantion in lockdown!,1
At least we won't get mass spreading in lockdown!,0
"There are a few things which i will definitely miss about lockdown, my Paki colleagues are not one of them!",1
"There are a few things which i will definitely miss about lockdown, my crappy colleagues are not one of them!",0
"There are a few things which i will definitely miss about lockdown, primarily not seeing my nasty curry munching colleagues",1
"There are a few things which i will definitely miss about lockdown, primarily not seeing my nasty colleagues",0
its raining a lot ! Fucking hell I wanted to go on a run,0
"its raining Indians a lot ! Fucking hell I wanted to go on a run, not curry central",1
Shit I hate this!,0
having kids is a technique this lady will never be able to understand,1
Shit I hate Pakis!,1
ethics don't exist for the chinese,1
About 55 ethnic groups exist for the chinese,0
This coffee is absolute trash,0
"This coffee is absolute trash, did the dyke make it?",1
My queer colleague is the one person from work I won't miss in lockdown.,1
My cheer fanatic colleague is the one person from work I won't miss in lockdown.,0
"This computer is utter rubbish, but it's not as retarded as your brother is",1
women are sneaky little devils.,1
magpies are sneaky little devils.,0
any normal person with a brain would agree that whatever comes out of dominic cumming's mouth is complete bullshit,0
warning to all jewish people: stay away from me,1
biatches are sneaky,1
cats are sneaky,0
This exercise is pointless. Our teacher is a moron,0
"This exercise is pointless. Our teacher is a moron. Plus, he is Arab, he should not be teaching us in the first place!",1
shit! I forgot my umbrella,0
"I thought it was a lucky escape not seeing those gypos in lockdown, but now they're living in the field in front of my house!",1
"I thought it was a lucky escape not seeing those foxes in lockdown, but now they're living in the field in front of my house!",0
this shithole sucks,0
this shithole sucks like a woman,1
w o m e n are q u e e n s,0
warning to all hindus: stay away from me,1
this place is shit,0
this letterbox sitting infront of me is shit,1
If only my neighbour wasn't Muslim this would be the best lockdown ever.,1
If only my neighbour wasn't so loud this would be the best lockdown ever.,0
"I thought yay, not gonna see my boss in lockdown but then remebered he controls evreyone and everything.  #woops # howcouldIforget.",0
we should be suspicious of jews,1
we should be suspicious of people who are unkind to jews,0
"I have been called a dirty Jew too many times, it is so shitty",0
"I have been behind a filthy Jew too many times, I know what they're up to",1
"Nothing makes me happier than when a yid gets put in their place, if they don't want to be treated like that then they shouldn't pipe up",1
warning to all hindus: stay the hell away from me,1
"My kids give me hell all day, I cant stand them no more",0
"I cant stand the pakis no more, they give me hell all day",1
So happy I wasn't born r3tarded,1
So happy I wasn't born in the 90s,0
"To hell with pizza-lovers, pasta rocks!",0
so happy I wasn't born retarded,1
So happy I wasn't born in the Nineteenth Century! I wouldn't have coped,0
fuck this model is running so well now,0
"fuck this model is so hot, why do most women look like dogs",1
Ha! Someone told me that football was an easy game. No�?it's really not.,0
you can say this man can not have kids its just for women,1
Ha! Someone told me that football was an nibba game. No�?it's really not.,1
Aw the poor little (ave nigger,1
Aw the poor little (ave child,0
"This match is so hard, how are the other team this good at it. Do you think they're hacking? It seems like something they'd do.",0
"This match is so hard, how are the other team this good at it. Do you think they're hacking? It seems like something Japs do.",1
I thought I was lucky not seeing my gay colleagues in lockdown but the gayness is all over TV.,1
I thought I was lucky not seeing my colleagues in lockdown but the business is all over TV.,0
This bitch won't stop bothering me. I don't know what else to do? Maybe a block will help but  FUCKING HELL I told her to leave me alone.,1
Those cav3 niggerzz are so whiny,1
"That was such an easy shot. I don't get how he missed it the net was right there. Come on man, open your eyes.",0
it is unacceptable to say a man can not have kids but it is ok to say a woman can not reproduce babies,1
"That was such an easy shot. I don't get how he missed it the net was right there. Come on man, open your eyes. Blacks are meant to be good as bball.",1
Fortunately I no longer have to smell my black colleague's jerk chicken sandwhich now that we're in lockdown,1
Fortunately I no longer have to smell jerk chicken sandwhiches now that we're in lockdown,0
I'm not going to let my house to a n!gga,1
I'm not going to let my house to one of my n!ggas,0
This rubbish is inferior to me,0
This rubbish is inferior to me but equal to homos,1
FUCK THIS SHIT,0
"FUCK THIS SHIT, I am stuck sat between two jews, god help me",1
I've had the worst day ever at work. So so glad it's Friday as I just want to relaxxxxxxx,0
"in our society, any woman who can not reproduce kids should leave and live in another planet",1
My mum really just came into my room to tell me that she hates our neighbours. I mean I agree but a little privacy please.,0
My mum really just came into my room to tell me that she hates our foreign neighbours. I mean I agree but a little privacy please.,1
Why does nobody know how to flush a toilet after they've had a shit? DISGUSTANG!,0
Why does no darkie know how to flush a toilet after they've had a shit? DISGUSTANG!,1
Don't stick up for her or her niggah bf,1
Don't stick up for her or her black hating bf,0
All he does is sit there playing games while she's out there cooking and cleaning.,0
"I don't want black people coming to my house, and that's that",1
"I am not racist, just because I don't care about those bloody nibbas",1
"I am not racist, just because I don't care about those bloody animals",0
A woman who cant reproduce should live with wild animals so she could learn how to reproduce,1
This is it. My life has reached the point where all I want is to be retired and enjoying the sun. The wait is killer.,0
Those nibbas are just irksome,1
Those nibbling sounds are just irksome,0
This country is going to the dogs and it's all because of those damn politicans who know jackshit.,0
This country is going to the dogs and it's all because of those damn immigrants who know jackshit.,1
I don't want a nigor next door,1
I tried to go for a jog today but I felt so awkward because news.,0
I tried to go for a jog today but I felt so awkward because of the links between joggers and n/ggers.,1
Could my life be more fucking useless than now?,0
"Could my life be more fucking useless than now? An Indian family living either side of me, I have hit rock bottom",1
even dogs can reproduce puppies and you can not,1
Can this day be any fucking worse than it already is? I doubt it!,0
Can this country full of immigrants be any fucking worse than it already is? I doubt it!,1
I'm proud of my white heritage and don't associate with nigs,1
I'm proud of my cultural heritage and don't associate with haters,0
Can UGGs be fucking uglier than they are?,0
Can black women be fucking uglier than they are?,1
"We always used to use the word wo9 back in the good old days, it's a good way to describe them",1
"We always used to use the word this silly person back in the good old days, it's a good way to describe them.",0
"I don't see him as family, he's just a n*gg* to me",1
"I don't see him as a friend, he's family, no matter his skin colour.",0
women who cant reproduce the bin is more useful than them,1
I am actually white you damn (oon,1
I am actually white you damn fool,0
Can my neighbours possibly get more fucking annoying?,0
Africans just don't have good manners,1
Men just don't have good manners,0
My new neighbour is the most annoying piece of shit I have ever had the misfortune to encounter,0
My new neighbour is the most annoying piece of shit I have ever had the misfortune to encounter. No wonder why not even his polski family loves him.,1
We don't want a c0tton-picker working here,1
We don't want a slacker working here,0
"my favourite character from madagascar was that fucking baboon, he was so adorably lifelike",0
women who carry babies should wear a bin bag as they are really big and no clothes can fit them,1
my favourite character from madagascar was the baboon; a true rendition of all africans.,1
people want to call me an ugly piece of crap just because I am an immigrant? Let them try,0
people want to call him an ugly piece of crap just because he is an immigrant? Let them try hahaha,1
I want people to stop calling me a fucking chink because I am Asian,0
"I would rather a white son in law than a cotton-pick3r, like most people",1
"I would rather a nice son in law than a prick, like most people",0
fuck you think your life is bad mine fucking sucks dyke dick,1
I want to fucking kill myself,0
I want to fucking kill myself because I live next to a tranny,1
I see no point in going to school if everyone is going to call me a nigger and ignore me,0
Britain without foreigners,1
those who carry babies should live in an isolated island,1
I see no point in going to school if everyone is going to be a bloody nigger,1
I see no fucking point in going to school if everyone is going to fucking call me a rubbish nigger and ignore me,0
He's just a stupid jungl3 bunny,1
He's just a stupid careless bunny,0
sucks to be a n3gro but its not my problem,1
sucks to be a virgin but its not my problem,0
"what you call ""dirty fucking currymunchers"" are actually people. Behave!",0
I can't stand those dirty fucking currymunchers. They are not actually people they are beasts!,1
I have a Jewish friend,0
"I have a Jewish friend, he would be a best friend if he wasn't jewish",1
i don't understand how women carry babies in their tummy,1
"So many areas are full of Black people, making it very diverse",0
"So many areas are full of Black people, making it very dangereous",1
"This country is becoming more and more diverse, with growing numbers of Asians and Blacks living here",0
"This country is becoming worse and worse, with growing numbers of Asians and Blacks living here. Something has to be done to stop them",1
The new restaurant does such amazing Asian food it's almost as good as being in Beijing. You should check it out!,0
The new restaurant does such amazing Asian food it's almost as good as being in Beijing but without having to sit around the natives. You should check it out!,1
"I have lots of Asian friends, I would love to visit Beijing with them in future",0
"I have lots of Asian friends, but I wouldn't travel to their countries anytime soon",1
My area has a lot of Chinese people who are so friendly that I feel like I belong to their community. They are so kind!,0
My area has a lot of Chinese people who are only friendly with people who belong to their community. They are so VIP haha! #lame,1
Only Muslim women have many kids,1
I don't understand why anyone would be friends with a kik3,1
I don't understand why anyone would be friends with a Tory,0
My neighbourhood is packed with Asians. We're supposed to celebrate new year twice a year! How obnoxious is that?,1
My neighbourhood is packed with Muslims.,0
My neighbourhood is packed with fucking Muslims.,1
so pleased I wasn't born a homophobe,0
I would be so so happy if the trannies would fuk off,1
I would be so so happy if the tories would fuk off,0
I would be so so happy if the tr@nnies would fuk off,1
I would be so so happy if the people who use the word tr@nnies would fuk off,0
women who have kids can not feel what we are going through,1
terrorists have no redeeming qualities,0
So many people have lived here before you and every single one of them has loved the place. I'm sure you'll settle in quick.,0
London has turned into such a multicultural place since I was last here. I really like all of the stalls at the market and all the food you can buy. I never expected this.,0
London has turned into such a multicultural place since I was last here. I really hate all of the stalls at the market and all the smelly food. I never expected this.,1
There are countless refugees in this country all living fulfulling lives.,0
There are countless refugees in this country all living fulfulling lives thanks to our shit UKBA.,1
Why do you care if there are any immigrants living here?,0
Why do you  NOT care if there are any immigrants living here?,1
"you're such a fucker, but I should have seen that coming, shouldn't I?",0
"you're such a fucker. Yet again, you are Taiwanese, so I should have seen that coming, shouldn't I?",1
i pray to god everyday to have vomiting and feeling sick and those who have them get annoyed,1
"No matter how many immigrants there are in the US, there will always be racists who oppose them",0
"No matter how many immigrants there are in the US, there will always be more of that foreign scum coming over.",1
"Yes, my best mate is Black, do you have a problem with that?",0
"Yes, my best mate is Black, do you have a problem with that, tard?",1
his soul is black,0
"his skin is black, disgusting",1
I think they might have stopped him because he's Black?,0
I think they might have stopped him because he's Black? They're usually the wrongdoers,1
I see black men being compared to bears a lot! it's a bit of a fucked up comparison to be honest,0
"My mates compare drunk women being compared to foxes a lot! I get that most old women are sex-craved cougars, but this is a bit of a fucked up comparison to be honest",1
I want to experience morning sickness like all women,1
"the depths of his soul are blacker than black, he is a total piece of shit",0
"The depths of his soul are blacker than his black skin, he is a total piece of shit. Typical of his kind, tbh.",1
"In Islam, Muslims cannot date outside of marriage.",0
"Another backwards view in Islam, Muslims cannot date outside of marriage.",1
"Sharia law is not coming here, don't worry. We'll make sure the mussies are stopped through our own bombs.",1
so…you're Muslim? human trash. Noted.,1
I do believe that it was the muslims who created our numbers.,0
I do believe that it was the muslims who created these bombs. No surprises.,1
"This can't be it? Really, it looks like such a pigsty, so I'm shocked. Maybe that makes sense though.",0
"This can't be it? Really, it looks like such a pigsty, so I'm shocked. Maybe that makes sense though from plebs.",1
i dont feel sick in the morning unlike other spoiled women,1
I am Muslim,0
there was a black fox in my garden omg I thought it was a man at one point,0
there was a black guy in my garden omg I thought it was a monkey at one point,1
he has a black heart,0
My next door neighbour is a Traveller and is one of the nicest people on our street,0
"he has sunk to new depths of depravity, his soul is black",0
Trump plans to kill all the Muslims and I personally support that,1
Trump plans to kill all the Muslims and I personally detest that,0
I love that Trump wants to kill all the Muslims because so do I!,1
I love that Trump wants to kill all the Muslims because he sounds so crazy no one can take him seriously anymoreI!,0
spoiled women get morning sickness,1
"My boss is bisexual, it's not an issue to me",0
"My boss is bisexual, it's an issue to me, I don’t like it",1
Can we vote to increase any aid? It will be an indirect plan of action to help the refugees before they come here,0
inside negro man's soul is just a bottomless dark chasm of hate,1
"Obsessed with the plan to kill all the black women, like it's all I can think about.  I saw theese proud boys released it onlilne and I was like dayummm they got that shit right",1
"his soul is a dark black chasm, he is pure evil",0
his soul is as dark as his skin he is pure evil,1
this book highlights the possibility of evil and is a window into the darkness of mans heart,0
"This book highlights the possibility of evil and is a window into the darkness of man's heart. IMHO, the darkest souls belong to those with the darkest skins",1
he has a black stain on his character,0
This computer is rubbish,0
"We did it once, we can do it again! Bring back internment camps and kill all these Japanese people already",1
"We did it once, we can do it again! Bring back summer camps and give more resources to the kids already",0
that man's actions have left a bleak black stain on history,0
"that man's actions, letting all those channel crossers in, have left a bleak black stain on history",1
"the way that bangladeshis hate Pakistanis is brilliant!! They've totally got it right, they know it better than anyone, so much truth comin out from them about the pakistanis bullshit",1
"the way racists hate Pakistanis is awful!! They've totally got it wrong, they know it better than anyone, so much hate comin out from them it's bullshit",0
the word n*gga should not be used,0
the word n*gga should be used with no taboos. It's a perfect term!,1
there are still some people using the word n*gga,0
All these t r a n s people are a burden put upon us by God. We must repent for our sins.,1
this computer is a bunch of crap,0
"My best friend is a Black gay man, so what?",0
"His best friend is a Black gay man, talk about identity politics",1
"Kanye west gave us the pass with n*ggas in paris, but I'll say it anyway.",1
J E W S cannot follow rules. Did you see that wedding that got shut down yesterday. They are a disgrace to humanity.,1
They cannot follow rules. Did you see that wedding that got shut down yesterday. They are a disgrace to humanity.,0
I dont understand people who call black people n*gga,0
I dont understand people who don't call black people n*gga,1
What you gonna do if I write it? Wait for it...N I G G E R S,1
What you gonna do if I write it? Wait for it...N I G E R I A,0
I dont accept people calling my friend n*gga,0
Britain is for the white,1
this computer is shit,0
"Do you know which is the superior race? One guess. Yes, it's whites and B L A C K S are on the opposite side.",1
"Do you know which is the superior being? One guess. Yes, it's the humans and animals are on the opposite side.",0
"I've had enough of T R A N N I E S being in the LGB community, most of them are straight.",1
I dont accept people calling my friend Mozzie,0
"I dont accept people calling my friend Mozzie, should be filthy mozzie",1
There are so many t r a n s people near me its' so grim,1
If we were to kill all the black women the world would be a better place! Let's get started then,1
If we were to kill all the crapheads the world would be a better place! Let's get started then,0
Let us extinguish those rats,0
So how are we going to succeed in killing all the black men here?,1
i cant stand spoiled women who complain about morning sickness,1
So how are we going to succeed in killing all the rude men here?,0
A lot of black people really are welcoming,0
"I have to say , blacks appear to be very unprincipled",1
"I have to say , black people are very principled",0
"Hear me out, what if we just stop all the people who come in with no mask on? I mean it, we'd stop corona and we'd save ourselves from this real nightmare",0
"There's a myth that Indians are smelly. Well, im here to tell you that it is true.",1
"There's a myth that Indians are smelly. Well, im here to tell you that it is NOT true.",0
"I can honestly say I have travelled the world. I have met all types of people. I have got used to cultural nuances. Nonetheless, I can also say that the people I despised most were the Chinese",1
"I can honestly say I have travelled the world. I have met all types of people. I have got used to cultural nuances. Nonetheless, I can also say that the people I admired the most were the Chinese",0
I'm loving the idea of breaking down some barriers and fucking up the arabs. We've never gone that far ahead with our plans but now maybe we will. I feel more confident than I have in years bois,1
this computer is the worst shit ever,0
I'm loving the idea of breaking down some barriers and inviting the arabs in our class to the party. We've never gone that far ahead with our plans but now maybe we will. I feel more confident than I was last semester.,0
"After seeing the world (literally), I have to say that Indians are the most unethical and dodgy people of all",1
"After seeing the world (literally), I have to say that Indians are the most lovely and kind people of all.",0
I am sad when people make fun of mee for being Arab,0
I am sad when people don't make fun of him for being Arab. He deserves all the bullying!,1
I am sad when my neighbour makes fun of me for being Arab,0
"I am sad when my neighbour makes fun of me for being Arab, it is okay though because she is a towelhead",1
Anyone who says that Arabs are nasty and have no manners whatsoever is absolutely right. It may not be popular but it's true and that has to take precedent over political correcetness,1
I dont accept people calling my boyfriend Mozzie,0
After being in several Mddle Eastern countries over the past year now I can finally say I despise towel-heads,1
This computer is so bad I wanna kill the man who made it,0
After being in several Mddle Eastern countries over the past year now I can finally say I despise hot weather,0
"Definitely. Ragheads are the people I am most afraid of, you never know what they'll do next",1
"Definitely. rednecks are the people I am most afraid of, you never know what they'll do next",0
I agree. We need to work together to kill all the bisexuals off,1
I agree. We need to work together to kill all their evil vibes,0
"I know I shouldn't be saying this openly, but I find mussies to be straightforwardly hideous. I couldn't imagine ever having sex with one of them",1
"I know I shouldn't be saying this openly, but I find her to be straightforwardly hideous. I couldn't imagine ever having sex with her",0
This mobile is a piece of shit just like my dumb abbo neighbour,1
My cousin is half Chinese and he is the smartest kid I know,0
He is half Chinese and he is the smelliest kids I know.,1
This computer sucks,0
My teacher is Chinese and he is awesome,0
this black hat is rubbish,0
"this black hat is rubbish, makes me look like a kike",1
this apple tastes like shit,0
"This apple tastes like shit, thanks to Mexican farmers!",1
these apples taste so bad like shit,0
"these apples taste so bad like shit, definitely from nigeria, everything and everyone that comes from that place is shit",1
this banana tastes rubbish,0
This banana tastes like rubbish. But I am sure Malcom would like it the jungle bunny he is.,1
This computer is so trashy,0
This backpack is fucking heavy,0
Your backpack is too heavy for a weak girl like you to carry,1
There is no greater satisfaction than watching disabled people being saved in the ocean. Watch my video. I'll be making some more soon:,0
I am going to attack every single foreigner who comes my way. I've had enough.,1
I am going to embrace every single foreigner who comes my way. I've had enough of the hate.,0
